id,api_id,name,address_line1,address_line2,city,county,postcode,nation,country,full_address,latitude,longitude,website,store_url
29761,/api/store_locators/29761,Lutterworth Flooring,Unit 1 The Yard,Lutterworth,Lutterworth,England,LE17 4PJ,England,United Kingdom,"Unit 1 The Yard, Lutterworth, Lutterworth, England, LE17 4PJ, United Kingdom",52.459087,-1.203795,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/lutterworth/29761-lutterworth-flooring?locale=en_GB
30466,/api/store_locators/30466,Market Carpets,10-12 Bridford Road,Marsh Barton,Exeter,England,EX2 8QX,England,United Kingdom,"10-12 Bridford Road, Marsh Barton, Exeter, England, EX2 8QX, United Kingdom",50.708260,-3.528640,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/exeter/30466-market-carpets?locale=en_GB
29750,/api/store_locators/29750,Mascalls Carpets & Flooring Specialists,The Glenmore Centre; 5; Honeywood Pkwy,,Whitfield,Dover,CT16 3FH,England,United Kingdom,"The Glenmore Centre; 5; Honeywood Pkwy, Whitfield, Dover, CT16 3FH, United Kingdom",51.1529848,1.30358,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/dover/whitfield/29750-mascalls-carpets-flooring-specialists?locale=en_GB
29676,/api/store_locators/29676,MS Flooring,130 Queen St,,Whitehaven,Cumbria,CA28 7QF,England,United Kingdom,"130 Queen St, Whitehaven, Cumbria, CA28 7QF, United Kingdom",54.5479201,-3.5870918,www.msflooring.co.uk,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/cumbria/whitehaven/29676-ms-flooring?locale=en_GB
29882,/api/store_locators/29882,Multisave Carpets,"Unit 9D, Aldermoor Way",,City of Bristol,England,BS30 7DA,England,United Kingdom,"Unit 9D, Aldermoor Way, City of Bristol, England, BS30 7DA, United Kingdom",51.44446,-2.49766,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/city-of-bristol/29882-multisave-carpets?locale=en_GB
29921,/api/store_locators/29921,Northumbria Flooring,Norham Road,,North Shields,Tyne and Wear,NE29 7TY,England,United Kingdom,"Norham Road, North Shields, Tyne and Wear, NE29 7TY, United Kingdom",55.022560,-1.472870,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/tyne-and-wear/north-shields/29921-northumbria-flooring?locale=en_GB
29478,/api/store_locators/29478,Northumbria Flooring & Furniture,Royal Quays Outlet Centre,Coble Dene,North Shields,England,NE29 6DW,England,United Kingdom,"Royal Quays Outlet Centre, Coble Dene, North Shields, England, NE29 6DW, United Kingdom",54.9942365,-1.4645672,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/north-shields/29478-northumbria-flooring-furniture?locale=en_GB
29705,/api/store_locators/29705,Northumbria Flooring & Furniture,1 Crawford Business Park,Cowpen Road,Blyth,England,NE24 5 SU,England,United Kingdom,"1 Crawford Business Park, Cowpen Road, Blyth, England, NE24 5 SU, United Kingdom",55.1326581,-1.5149871,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/blyth/29705-northumbria-flooring-furniture?locale=en_GB
29715,/api/store_locators/29715,Optimum Flooring Solutions,Collingwood Centre,Preston N Rd,North Shields,Tyne and Wear,NE29 9QR,England,United Kingdom,"Collingwood Centre, Preston N Rd, North Shields, Tyne and Wear, NE29 9QR, United Kingdom",55.0239385,-1.4568634,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/tyne-and-wear/north-shields/29715-optimum-flooring-solutions?locale=en_GB
29920,/api/store_locators/29920,OTB Interiors,"Industrial Estate, Unit 14 Chatto Way",Torquay,Exeter,England,TQ1 4UE,England,United Kingdom,"Industrial Estate, Unit 14 Chatto Way, Torquay, Exeter, England, TQ1 4UE, United Kingdom",50.477058,-3.535820,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/exeter/29920-otb-interiors?locale=en_GB
30187,/api/store_locators/30187,Parkside Discount Carpets,10-12 Orwell Street,,Grimsby,England,DN31 3HB,England,United Kingdom,"10-12 Orwell Street, Grimsby, England, DN31 3HB, United Kingdom",53.575201,-0.068868,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/grimsby/30187-parkside-discount-carpets?locale=en_GB
30263,/api/store_locators/30263,Phil Irwin Carpets,180 Stanley Road,London,Teddington,England,TW11 8UD,England,United Kingdom,"180 Stanley Road, London, Teddington, England, TW11 8UD, United Kingdom",51.432110,-0.345745,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/teddington/30263-phil-irwin-carpets?locale=en_GB
30177,/api/store_locators/30177,Posh Carpets & Flooring,116 Broughton Ln,,Salford,England,M7 1UF,England,United Kingdom,"116 Broughton Ln, Salford, England, M7 1UF, United Kingdom",53.495312,-2.253670,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/salford/30177-posh-carpets-flooring?locale=en_GB
29915,/api/store_locators/29915,Regency Flooring,21 Shalloak Rd,Broad Oak,Canterbury,England,CT2 0QH,England,United Kingdom,"21 Shalloak Rd, Broad Oak, Canterbury, England, CT2 0QH, United Kingdom",51.304820,1.108080,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/canterbury/29915-regency-flooring?locale=en_GB
30189,/api/store_locators/30189,RMD Flooring,37 Shirrall Drive,Drayton Bassett,Tamworth,England,B78 3EQ,England,United Kingdom,"37 Shirrall Drive, Drayton Bassett, Tamworth, England, B78 3EQ, United Kingdom",52.595240,-1.762071,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/tamworth/30189-rmd-flooring?locale=en_GB
29748,/api/store_locators/29748,Rodgers Carpets Ltd,104a Main Street,,Frodsham,England,WA6 7BN,England,United Kingdom,"104a Main Street, Frodsham, England, WA6 7BN, United Kingdom",53.295306,-2.7265562,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/frodsham/29748-rodgers-carpets-ltd?locale=en_GB
29703,/api/store_locators/29703,ROMNEY FLOORING,MOUNTFIELD ROAD,NEW ROMNEY,KENT,Kent,TN28 8LH,England,United Kingdom,"MOUNTFIELD ROAD, NEW ROMNEY, KENT, Kent, TN28 8LH, United Kingdom",50.9831502,0.9509241,WWW.ROMNEYFLOORING.CO.UK,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/kent/kent/29703-romney-flooring?locale=en_GB
29662,/api/store_locators/29662,Roseways,180 Kings Road,,Harrogate,England,HG1 5JG,England,United Kingdom,"180 Kings Road, Harrogate, England, HG1 5JG, United Kingdom",54.003068,-1.5369951,roseways.co.uk,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/harrogate/29662-roseways?locale=en_GB
29739,/api/store_locators/29739,Sawston Carpets & Flooring,Unit 34; Eastern Counties Leather Site; London Rd;,,Cambridge,England,CB22 3EE,England,United Kingdom,"Unit 34; Eastern Counties Leather Site; London Rd;, Cambridge, England, CB22 3EE, United Kingdom",52.1950788,0.1312729,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/cambridge/29739-sawston-carpets-flooring?locale=en_GB
29887,/api/store_locators/29887,Select Carpet-Blinds & Floors,400 Norton Road,,Stockton on Tees,England,TS20 2QL,England,United Kingdom,"400 Norton Road, Stockton on Tees, England, TS20 2QL, United Kingdom",54.584599,-1.310520,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/stockton-on-tees/29887-select-carpet-blinds-floors?locale=en_GB
29860,/api/store_locators/29860,Selectline Kitchens and Flooring,Athena Centre,,Swindon,England,SN2 8XA,England,United Kingdom,"Athena Centre, Swindon, England, SN2 8XA, United Kingdom",51.57629,-1.76822,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/swindon/29860-selectline-kitchens-and-flooring?locale=en_GB
29864,/api/store_locators/29864,Simon Davis Flooring,Unit 1 Old Mills Industrial Estate,Paulton,Bristol,England,BS39 7SU,England,United Kingdom,"Unit 1 Old Mills Industrial Estate, Paulton, Bristol, England, BS39 7SU, United Kingdom",51.291910,-2.502510,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/bristol/29864-simon-davis-flooring?locale=en_GB
29718,/api/store_locators/29718,Solihull Carpets,Shakespeare Drive,,Solihull,England,B90 2AJ,England,United Kingdom,"Shakespeare Drive, Solihull, England, B90 2AJ, United Kingdom",52.4013434,-1.8282628,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/solihull/29718-solihull-carpets?locale=en_GB
30262,/api/store_locators/30262,Spacers Tile & Wood Flooring Limited,18 King St,,Maidenhead,England,SL6 1EF,England,United Kingdom,"18 King St, Maidenhead, England, SL6 1EF, United Kingdom",51.518959,-0.721600,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/maidenhead/30262-spacers-tile-wood-flooring-limited?locale=en_GB
29916,/api/store_locators/29916,St Helens Flooring,Unit 1 The Barge Business Park,Merton Bank Road,St Helens,England,WA9 1HZ,England,United Kingdom,"Unit 1 The Barge Business Park, Merton Bank Road, St Helens, England, WA9 1HZ, United Kingdom",53.458820,-2.719300,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/st-helens/29916-st-helens-flooring?locale=en_GB
29906,/api/store_locators/29906,Steve's Carpets,UNIT 16 BURN RD,ATKINSON INDUSTRIAL ESTATE,Hartlepool,England,TS25 1RH,England,United Kingdom,"UNIT 16 BURN RD, ATKINSON INDUSTRIAL ESTATE, Hartlepool, England, TS25 1RH, United Kingdom",54.67817,-1.20480,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/hartlepool/29906-steve-s-carpets?locale=en_GB
30191,/api/store_locators/30191,Stroud Carpets & Interiors,Stroud Road,Nailworth,Gloucestershire,England,GL6 0BE,England,United Kingdom,"Stroud Road, Nailworth, Gloucestershire, England, GL6 0BE, United Kingdom",51.698921,-2.222420,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/gloucestershire/30191-stroud-carpets-interiors?locale=en_GB
30083,/api/store_locators/30083,Supreme Carpets,"Foresters Hall, 49 Manor Road,",Kings Lynne,Dersingham,England,PE31 6LH,England,United Kingdom,"Foresters Hall, 49 Manor Road,, Kings Lynne, Dersingham, England, PE31 6LH, United Kingdom",52.841091,0.504430,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/dersingham/30083-supreme-carpets?locale=en_GB
29694,/api/store_locators/29694,Sylk Flooring,The Adelphi Mill,Grimshaw Lane,Bollington,England,SK10 5JB,England,United Kingdom,"The Adelphi Mill, Grimshaw Lane, Bollington, England, SK10 5JB, United Kingdom",53.2914718,-2.1067268,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/bollington/29694-sylk-flooring?locale=en_GB
30176,/api/store_locators/30176,T&B CARPETS,17-18 JUBILEE END,,Manningtree,England,CO11 1UR,England,United Kingdom,"17-18 JUBILEE END, Manningtree, England, CO11 1UR, United Kingdom",51.947109,1.055910,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/manningtree/30176-t-b-carpets?locale=en_GB
30089,/api/store_locators/30089,Tees Valley Flooring,24 Arkgrove Industrial Estate,"Ross Road, Portrack",Stockton on Tees,England,TS2 1RP,England,United Kingdom,"24 Arkgrove Industrial Estate, Ross Road, Portrack, Stockton on Tees, England, TS2 1RP, United Kingdom",54.586971,-1.253220,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/stockton-on-tees/30089-tees-valley-flooring?locale=en_GB
29675,/api/store_locators/29675,The Arches Carpet Centre,Unit 1+2 Hartness Road,,Penrith,Middlesex,CA11 9BD,England,United Kingdom,"Unit 1+2 Hartness Road, Penrith, Middlesex, CA11 9BD, United Kingdom",54.667471,-2.772424,www.thearchescarpetcentre.co.uk,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/middlesex/penrith/29675-the-arches-carpet-centre?locale=en_GB
29876,/api/store_locators/29876,The Design House,A7 Manor Point Business Park,Manor Lane,Holmes Chapel,England,CW4 8GL,England,United Kingdom,"A7 Manor Point Business Park, Manor Lane, Holmes Chapel, England, CW4 8GL, United Kingdom",53.20181,-2.34800,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/holmes-chapel/29876-the-design-house?locale=en_GB
29735,/api/store_locators/29735,The Floor Studio,8 Bridgewater street,Lymm,Cheshire East,England,WA13 0AB,England,United Kingdom,"8 Bridgewater street, Lymm, Cheshire East, England, WA13 0AB, United Kingdom",53.381233,-2.479084,https://floor-studio.co.uk/pages/in-store-appointments,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/cheshire-east/29735-the-floor-studio?locale=en_GB
29716,/api/store_locators/29716,The Flooring and Carpet shop,1 Hessary st,Poundbury,Dorchester,England,DT1 3SF,England,United Kingdom,"1 Hessary st, Poundbury, Dorchester, England, DT1 3SF, United Kingdom",50.7123335,-2.4668836,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/dorchester/29716-the-flooring-and-carpet-shop?locale=en_GB
30260,/api/store_locators/30260,The Southport Carpet Centre,99-105 EASTBANK STREET,,Southport,England,PR8 1DG,England,United Kingdom,"99-105 EASTBANK STREET, Southport, England, PR8 1DG, United Kingdom",53.643658,-3.002890,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/southport/30260-the-southport-carpet-centre?locale=en_GB
30190,/api/store_locators/30190,Thomas Hearn Furnishings,102 Warwick Road,,Kenilworth,England,CV8 1HL,England,United Kingdom,"102 Warwick Road, Kenilworth, England, CV8 1HL, United Kingdom",52.336720,-1.574210,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/kenilworth/30190-thomas-hearn-furnishings?locale=en_GB
30256,/api/store_locators/30256,Thompsons Floooring,76 Newlands,,Whitfield,Dover,CT16 3ND,England,United Kingdom,"76 Newlands, Whitfield, Dover, CT16 3ND, United Kingdom",51.156896,1.297613,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/dover/whitfield/30256-thompsons-floooring?locale=en_GB
30265,/api/store_locators/30265,Trade Carpet London,Unit 7 Summerstown,,Wimbledon,England,SW17 0BQ,England,United Kingdom,"Unit 7 Summerstown, Wimbledon, England, SW17 0BQ, United Kingdom",51.432491,-0.185130,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/wimbledon/30265-trade-carpet-london?locale=en_GB
29724,/api/store_locators/29724,Trinity Carpets,Unit 12 Cedars Business Centre,,Cannock,England,WS11 1QJ,England,United Kingdom,"Unit 12 Cedars Business Centre, Cannock, England, WS11 1QJ, United Kingdom",52.6807741,-2.0398375,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/cannock/29724-trinity-carpets?locale=en_GB
29725,/api/store_locators/29725,Trinity Carpets,Unit 4 Coneygre Ind. Est.,,Tipton,Staffordshire,DY4 8XP,England,United Kingdom,"Unit 4 Coneygre Ind. Est., Tipton, Staffordshire, DY4 8XP, United Kingdom",52.5165431,-2.0651574,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/staffordshire/tipton/29725-trinity-carpets?locale=en_GB
29683,/api/store_locators/29683,Trinity Flooring,"UNIT 16 Javelin Way, Henwood Ind Est.",ASHFORD,KENT,Kent,TN24 8FN,England,United Kingdom,"UNIT 16 Javelin Way, Henwood Ind Est., ASHFORD, KENT, Kent, TN24 8FN, United Kingdom",51.1445834,0.8684641,https://www.trinity-flooring.co.uk,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/kent/kent/29683-trinity-flooring?locale=en_GB
30258,/api/store_locators/30258,Upper Street Carpets,184 Upper Street,,Islington,England,N1 1RQ,England,United Kingdom,"184 Upper Street, Islington, England, N1 1RQ, United Kingdom",51.539928,-0.102560,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/islington/30258-upper-street-carpets?locale=en_GB
30181,/api/store_locators/30181,VICTORIA FLOORING LTD,College Road,,Margate,England,CT9 4AT,England,United Kingdom,"College Road, Margate, England, CT9 4AT, United Kingdom",51.379430,1.386262,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/margate/30181-victoria-flooring-ltd?locale=en_GB
30192,/api/store_locators/30192,Village Flooring,3 Old Lane,Birkenshaw,Bradford,England,BD11 2LA,England,United Kingdom,"3 Old Lane, Birkenshaw, Bradford, England, BD11 2LA, United Kingdom",53.749716,-1.686768,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/bradford/30192-village-flooring?locale=en_GB
29840,/api/store_locators/29840,Walker Flooring,Oakwood Nurseries,Chelford Road,Knutsford,England,WA16 8SE,England,United Kingdom,"Oakwood Nurseries, Chelford Road, Knutsford, England, WA16 8SE, United Kingdom",53.28305,-2.31858,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/knutsford/29840-walker-flooring?locale=en_GB
29728,/api/store_locators/29728,Walker on Flooring,111 South Street,,Eastbourne,England,BN21 4LU,England,United Kingdom,"111 South Street, Eastbourne, England, BN21 4LU, United Kingdom",50.7666068,0.2845091,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/eastbourne/29728-walker-on-flooring?locale=en_GB
29714,/api/store_locators/29714,Wansbeck Carpet and Floor,2a Pegswood Industrial Estate,,Pegswood,England,NE61 6HZ,England,United Kingdom,"2a Pegswood Industrial Estate, Pegswood, England, NE61 6HZ, United Kingdom",55.1829264,-1.6411707,https://www.wansbeckcarpetandfloor.co.uk/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/pegswood/29714-wansbeck-carpet-and-floor?locale=en_GB
29845,/api/store_locators/29845,Welch Mill Carpets,Welch Hill Street,Leigh,Borough of Wigan,England,WN7 4DU,England,United Kingdom,"Welch Hill Street, Leigh, Borough of Wigan, England, WN7 4DU, United Kingdom",53.49480,-2.52515,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/borough-of-wigan/29845-welch-mill-carpets?locale=en_GB
29726,/api/store_locators/29726,Whitburn Coastal Flooring,4 N Guards,,Whitburn,England,SR6 7BU,England,United Kingdom,"4 N Guards, Whitburn, England, SR6 7BU, United Kingdom",54.9504068,-1.36521,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/whitburn/29726-whitburn-coastal-flooring?locale=en_GB
29867,/api/store_locators/29867,Whitley Bay Carpets and Beds,1 Marden Rd,,Whitley Bay,England,NE26 2JH,England,United Kingdom,"1 Marden Rd, Whitley Bay, England, NE26 2JH, United Kingdom",55.04112,-1.44699,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/whitley-bay/29867-whitley-bay-carpets-and-beds?locale=en_GB
29905,/api/store_locators/29905,Wilkinsons Flooring,Collingwood Court Riverside Park Industrial Estate,Riverside Park Industrial Estate,Middlesbrough,England,TS2 1RP,England,United Kingdom,"Collingwood Court Riverside Park Industrial Estate, Riverside Park Industrial Estate, Middlesbrough, England, TS2 1RP, United Kingdom",54.58739,-1.25480,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/middlesbrough/29905-wilkinsons-flooring?locale=en_GB
29712,/api/store_locators/29712,Winnens 1929 ltd,Unit 18 Neptune Business Park,Tewkesbury rd,Cheltenham,England,GL51 9FB,England,United Kingdom,"Unit 18 Neptune Business Park, Tewkesbury rd, Cheltenham, England, GL51 9FB, United Kingdom",51.9086458,-2.0936427,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/cheltenham/29712-winnens-1929-ltd?locale=en_GB
29893,/api/store_locators/29893,Wycombe Carpet Centre,3 Lancaster Road,3 Lancaster Road High Wycombe,Buckinghamshire,England,HP12 3NN,England,United Kingdom,"3 Lancaster Road, 3 Lancaster Road High Wycombe, Buckinghamshire, England, HP12 3NN, United Kingdom",51.619228,-0.768950,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/england/buckinghamshire/29893-wycombe-carpet-centre?locale=en_GB
30081,/api/store_locators/30081,Magic Carpets,Clock Tower Industrial Estate,Foxdale,Isle Of Man,Ramsey,IM4 3HF,Isle of Man,Isle of Man,"Clock Tower Industrial Estate, Foxdale, Isle Of Man, Ramsey, IM4 3HF, Isle of Man",54.168659,-4.633950,,https://home.tarkett.co.uk/en_GB/store-locator/isle-of-man/ramsey/isle-of-man/30081-magic-carpets?locale=en_GB
29665,/api/store_locators/29665,Allans Furniture Warehouse,61 Wallace St,,Glasgow,Lanarkshire,G5 8DJ,Scotland,United Kingdom,"61 Wallace St, Glasgow, Lanarkshire, G5 8DJ, United Kingdom",55.8518054,-4.2615617,allansfurniture.com,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/lanarkshire/glasgow/29665-allans-furniture-warehouse?locale=en_GB
29756,/api/store_locators/29756,Carpet and flooring Services,Unit 1 Lochavullin Industrial Estate,Lochavullin Road,Oban,Scotland,PA34 4PL,Scotland,United Kingdom,"Unit 1 Lochavullin Industrial Estate, Lochavullin Road, Oban, Scotland, PA34 4PL, United Kingdom",56.4103521,-5.4730807,https://carpetservicesoban.co.uk/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/oban/29756-carpet-and-flooring-services?locale=en_GB
29751,/api/store_locators/29751,Crawford Flooring EK,Unit 6; Market Cross Shopping Centre,,Hamilton,Scotland,ML3 9TE,Scotland,United Kingdom,"Unit 6; Market Cross Shopping Centre, Hamilton, Scotland, ML3 9TE, United Kingdom",55.7728783,-4.0760015,https://crawfordflooring.co.uk/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/hamilton/29751-crawford-flooring-ek?locale=en_GB
29753,/api/store_locators/29753,Dallas Carpets Scotland Ltd,112 Roxburgh Street,,Greenock,Scotland,PA15 4JT,Scotland,United Kingdom,"112 Roxburgh Street, Greenock, Scotland, PA15 4JT, United Kingdom",55.9463295,-4.7644597,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/greenock/29753-dallas-carpets-scotland-ltd?locale=en_GB
29844,/api/store_locators/29844,Donnys Carpets Scotland Ltd,93-95 Glasgow Road,Camelon,Falkirk,Scotland,FK1 4JD,Scotland,United Kingdom,"93-95 Glasgow Road, Camelon, Falkirk, Scotland, FK1 4JD, United Kingdom",56.00660,-3.83004,https://www.donnyscarpetsscotlandltd.co.uk/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/falkirk/29844-donnys-carpets-scotland-ltd?locale=en_GB
29857,/api/store_locators/29857,EBR Flooring,21c Bentinck Street,,Kilmarnock,Scotland,KA1 4AW,Scotland,United Kingdom,"21c Bentinck Street, Kilmarnock, Scotland, KA1 4AW, United Kingdom",55.60158,-4.49443,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/kilmarnock/29857-ebr-flooring?locale=en_GB
29660,/api/store_locators/29660,Edinburgh Carpet Warehouse Limited,34 E London St,,Edinburgh,Midlothian,EH7 4BQ,Scotland,United Kingdom,"34 E London St, Edinburgh, Midlothian, EH7 4BQ, United Kingdom",55.9604441,-3.1856211,edinburghcarpetwarehouse.co.uk,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/midlothian/edinburgh/29660-edinburgh-carpet-warehouse-limited?locale=en_GB
30469,/api/store_locators/30469,Falkirk Carpets,100 Thornhill Road,,Falkirk,Scotland,FK2 7AE,Scotland,United Kingdom,"100 Thornhill Road, Falkirk, Scotland, FK2 7AE, United Kingdom",56.005581,-3.776310,https://falkirkcarpets.co.uk,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/falkirk/30469-falkirk-carpets?locale=en_GB
29752,/api/store_locators/29752,Flairplan,The Market Square,31a Graham Street,Airdrie,North Lanarkshire,ML6 6DD,Scotland,United Kingdom,"The Market Square, 31a Graham Street, Airdrie, North Lanarkshire, ML6 6DD, United Kingdom",55.8668663,-3.9778048,https://flairplan.com/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/north-lanarkshire/airdrie/29752-flairplan?locale=en_GB
29872,/api/store_locators/29872,Forever Flooring,Unit 1A Greendykes Ind Estate,,Broxburn,Scotland,EH52 6PG,Scotland,United Kingdom,"Unit 1A Greendykes Ind Estate, Broxburn, Scotland, EH52 6PG, United Kingdom",55.93939,-3.47490,https://foreverflooring.co.uk/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/broxburn/29872-forever-flooring?locale=en_GB
29850,/api/store_locators/29850,Forth Furnishing,7 Brandon Terrace,,City of Edinburgh,Scotland,EH3 5EA,Scotland,United Kingdom,"7 Brandon Terrace, City of Edinburgh, Scotland, EH3 5EA, United Kingdom",55.96221,-3.20000,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/city-of-edinburgh/29850-forth-furnishing?locale=en_GB
29839,/api/store_locators/29839,G Flooring Solutions,10 Sandilands Street,Shettleston,Glasgow,Lanarkshire,G32 0HS,Scotland,United Kingdom,"10 Sandilands Street, Shettleston, Glasgow, Lanarkshire, G32 0HS, United Kingdom",55.85219,-4.15832,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/lanarkshire/glasgow/29839-g-flooring-solutions?locale=en_GB
29901,/api/store_locators/29901,G N L Carpet and Flooring,141 Main Street,,Uddingston,Scotland,G71 7EN,Scotland,United Kingdom,"141 Main Street, Uddingston, Scotland, G71 7EN, United Kingdom",55.820080,-4.082610,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/uddingston/29901-g-n-l-carpet-and-flooring?locale=en_GB
29664,/api/store_locators/29664,Inspired Floors,193-195 Brandon St,,Motherwell,Lanarkshire,ML1 1RS,Scotland,United Kingdom,"193-195 Brandon St, Motherwell, Lanarkshire, ML1 1RS, United Kingdom",55.7879145,-3.9871701,www.inspiredfloors.co.uk,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/lanarkshire/motherwell/29664-inspired-floors?locale=en_GB
29431,/api/store_locators/29431,Inverness Flooring & Furniture,1 CARSEGATE ROAD SOUTH,1 CARSEGATE ROAD SOUTH,Inverness,Scotland,IV3 8LL,Scotland,United Kingdom,"1 CARSEGATE ROAD SOUTH, 1 CARSEGATE ROAD SOUTH, Inverness, Scotland, IV3 8LL, United Kingdom",57.477773,-4.224721,https://www.inverness-flooring.co.uk,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/inverness/29431-inverness-flooring-furniture?locale=en_GB
29759,/api/store_locators/29759,JM Flooring Scotland,Unit 15 Greenhill Shopping Centre,East Kilbride,Glasgow,Scotland,G75 8TT,Scotland,United Kingdom,"Unit 15 Greenhill Shopping Centre, East Kilbride, Glasgow, Scotland, G75 8TT, United Kingdom",55.7448799,-4.2060875,https://www.jm-flooring.co.uk/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/glasgow/29759-jm-flooring-scotland?locale=en_GB
29855,/api/store_locators/29855,Kinnears for Carpets Ltd,14 The Square,Port William,Newton Stewart,Scotland,DG8 9SE,Scotland,United Kingdom,"14 The Square, Port William, Newton Stewart, Scotland, DG8 9SE, United Kingdom",54.75965,-4.58395,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/newton-stewart/29855-kinnears-for-carpets-ltd?locale=en_GB
29848,/api/store_locators/29848,M West Flooring,Silverhill,Whiting Bay,Isle of Arran,Scotland,KA27 8QL,Scotland,United Kingdom,"Silverhill, Whiting Bay, Isle of Arran, Scotland, KA27 8QL, United Kingdom",55.48413,-5.09448,https://www.mwestflooring.co.uk/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/isle-of-arran/29848-m-west-flooring?locale=en_GB
29755,/api/store_locators/29755,North Floors,27 High Street,,Nairn,Scotland,IV12 4BH,Scotland,United Kingdom,"27 High Street, Nairn, Scotland, IV12 4BH, United Kingdom",57.5839407,-3.869464,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/nairn/29755-north-floors?locale=en_GB
